record_id,company_name,office_name,phone,company_url,license_number,license_type,city_or_prefecture,address,mhlw_source_url,mhlw_raw_path,page_number,detail_index,collected_at
company-4a6c55e6,株式会社スピード,株式会社スピード,0229-21-0666,,04-ユ-300102,有料職業紹介事業,宮城県,宮城県大崎市古川中里六丁目2番35号 新屋第一ビル2F,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300102%2C1+++++,data/raw/mhlw/detail-000179-04_ユ_300102.html,9,19,2026-05-22T11:37:50+08:00
company-39ea4c32,株式会社オガワ企画,株式会社オガワ企画,022-347-1232,,04-ユ-300118,有料職業紹介事業,宮城県,宮城県黒川郡大衡村大衡字亀岡26-1,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300118%2C1+++++,data/raw/mhlw/detail-000180-04_ユ_300118.html,9,20,2026-05-22T11:37:50+08:00
company-58776e1f,株式会社中田無線,株式会社中田無線 中田事業所,0220-34-6109,,04-ユ-300125,有料職業紹介事業,宮城県,宮城県登米市中田町石森字若林6,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300125%2C1+++++,data/raw/mhlw/detail-000181-04_ユ_300125.html,10,1,2026-05-22T11:37:50+08:00
company-2e3e8cbd,株式会社福祉工房,株式会社福祉工房,022-727-8820,,04-ユ-300132,有料職業紹介事業,宮城県,宮城県仙台市青葉区国見1丁目19番6号 国見ハイツ3号棟201,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300132%2C1+++++,data/raw/mhlw/detail-000182-04_ユ_300132.html,10,2,2026-05-22T11:37:50+08:00
company-6377e2d7,ジャパンビルシステム株式会社,ジャパンビルシステム株式会社,0225-93-3243,,04-ユ-300147,有料職業紹介事業,宮城県,宮城県石巻市開成1番地50,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300147%2C1+++++,data/raw/mhlw/detail-000183-04_ユ_300147.html,10,3,2026-05-22T11:37:50+08:00
company-f1d24d61,株式会社清建,株式会社清建,0220-22-7085,,04-ユ-300162,有料職業紹介事業,宮城県,宮城県登米市迫町佐沼字南駒木袋212番地の3,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300162%2C1+++++,data/raw/mhlw/detail-000184-04_ユ_300162.html,10,4,2026-05-22T11:37:50+08:00
company-fa3ecf75,アンデックス株式会社,アンデックス株式会社,022-397-7988,,04-ユ-300201,有料職業紹介事業,宮城県,宮城県仙台市青葉区大町一丁目3-2 仙台ＭＤビル5階,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300201%2C1+++++,data/raw/mhlw/detail-000185-04_ユ_300201.html,10,5,2026-05-22T11:37:50+08:00
company-7fe3b345,株式会社ミライズＰｒｏ,株式会社ミライズＰｒｏ,022-302-4655,,04-ユ-300221,有料職業紹介事業,宮城県,宮城県仙台市若林区河原町一丁目４番２０号 十全会ビル106,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300221%2C1+++++,data/raw/mhlw/detail-000186-04_ユ_300221.html,10,6,2026-05-22T11:37:50+08:00
company-637c87eb,株式会社ＹＳ ｄｉａｇｒａｍ,株式会社ＹＳ ｄｉａｇｒａｍ,022-290-6900,,04-ユ-300223,有料職業紹介事業,宮城県,宮城県仙台市宮城野区宮千代三丁目2番地の15 ストーリッジ宮千代C号室,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300223%2C1+++++,data/raw/mhlw/detail-000187-04_ユ_300223.html,10,7,2026-05-22T11:37:50+08:00
company-54c6be2c,株式会社ケーユーケー,株式会社ケーユーケー,022-766-9915,,04-ユ-300230,有料職業紹介事業,宮城県,宮城県仙台市宮城野区中野五丁目4番2,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300230%2C1+++++,data/raw/mhlw/detail-000188-04_ユ_300230.html,10,8,2026-05-22T11:37:50+08:00
company-231747f5,株式会社人事・教育サービス,街角の就職部,022-226-7255,,04-ユ-300231,有料職業紹介事業,宮城県,宮城県仙台市青葉区五橋一丁目1-58 ダイアパレス仙台中央106,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300231%2C1+++++,data/raw/mhlw/detail-000189-04_ユ_300231.html,10,9,2026-05-22T11:37:50+08:00
company-92ad0f25,株式会社ナラティブ,株式会社ナラティブ,022-711-5038,,04-ユ-300253,有料職業紹介事業,宮城県,宮城県仙台市青葉区花京院二丁目1番5号 ウエスト花京院ビル8階,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300253%2C1+++++,data/raw/mhlw/detail-000190-04_ユ_300253.html,10,10,2026-05-22T11:37:50+08:00
company-fb1f76e1,株式会社アオバワークス,株式会社アオバワークス,022-355-9234,,04-ユ-300255,有料職業紹介事業,宮城県,宮城県仙台市若林区卸町東五丁目5番5号 3Ｆ,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300255%2C1+++++,data/raw/mhlw/detail-000191-04_ユ_300255.html,10,11,2026-05-22T11:37:50+08:00
company-4b808804,株式会社ニア,株式会社ニア,022-342-0008,,04-ユ-300273,有料職業紹介事業,宮城県,宮城県仙台市青葉区五橋1丁目7-15 ピースビル五橋６Ｆ,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300273%2C1+++++,data/raw/mhlw/detail-000192-04_ユ_300273.html,10,12,2026-05-22T11:37:50+08:00
company-94250005,株式会社オフィス・インテグラル,株式会社オフィス・インテグラル本社,022-301-9803,,04-ユ-300280,有料職業紹介事業,宮城県,宮城県仙台市青葉区北根3丁目26番7号,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300280%2C1+++++,data/raw/mhlw/detail-000193-04_ユ_300280.html,10,13,2026-05-22T11:37:50+08:00
company-230ef37e,株式会社クロスリード,株式会社クロスリード,022-215-6661,,04-ユ-300287,有料職業紹介事業,宮城県,宮城県仙台市青葉区本町二丁目15番1号ルナール仙台13階,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300287%2C1+++++,data/raw/mhlw/detail-000194-04_ユ_300287.html,10,14,2026-05-22T11:37:50+08:00
company-fccc02c3,株式会社ＲｅＭＡＫＥ,株式会社ＲｅＭＡＫＥ,022-349-9923,,04-ユ-300290,有料職業紹介事業,宮城県,宮城県仙台市宮城野区榴岡三丁目2番5号 サンライズ仙台3Ｆ－Ｃ,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300290%2C1+++++,data/raw/mhlw/detail-000195-04_ユ_300290.html,10,15,2026-05-22T11:37:50+08:00
company-f0af1aa6,株式会社レインボーフィールド,株式会社レインボーフィールド,022-288-5205,,04-ユ-300299,有料職業紹介事業,宮城県,宮城県仙台市若林区六丁目字南97番地の3東インター斎喜ビル7Ｆ,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300299%2C1+++++,data/raw/mhlw/detail-000196-04_ユ_300299.html,10,16,2026-05-22T11:37:50+08:00
company-f6cfca5a,株式会社メディカル・ブリエ,株式会社メディカル・ブリエ,022-291-1286,,04-ユ-300302,有料職業紹介事業,宮城県,宮城県仙台市宮城野区小田原弓ノ町100番地の1 アンサンブルメディカルビル5階,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300302%2C1+++++,data/raw/mhlw/detail-000197-04_ユ_300302.html,10,17,2026-05-22T11:37:50+08:00
company-64be7d39,ＲＴ Ｐａｒｔｎｅｒ合同会社,ＲＴ Ｐａｒｔｎｅｒ合同会社 仙台紹介センター,022-209-4725,,04-ユ-300306,有料職業紹介事業,宮城県,宮城県仙台市青葉区川平二丁目20-32サンライズコーポ105,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300306%2C1+++++,data/raw/mhlw/detail-000198-04_ユ_300306.html,10,18,2026-05-22T11:37:50+08:00
company-ac72c2a8,ＪＳ合同会社,ＪＳ合同会社,022-343-8710,,04-ユ-300315,有料職業紹介事業,宮城県,宮城県仙台市青葉区東勝山二丁目7番28号 2階,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300315%2C1+++++,data/raw/mhlw/detail-000199-04_ユ_300315.html,10,19,2026-05-22T11:37:50+08:00
company-0b3718d4,株式会社ミルフィーユ,株式会社ミルフィーユ,022-796-7548,,04-ユ-300320,有料職業紹介事業,宮城県,宮城県仙台市青葉区本町1丁目14-17 北修ビル本町6F,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300320%2C1+++++,data/raw/mhlw/detail-000200-04_ユ_300320.html,10,20,2026-05-22T11:37:50+08:00
